rain[mm]	temperature[°C]	irradiance[μmol/s/m2]	day_length[h]	PET[mm]	co2[ppm]
6.3	7.4	59.3	10.2	2.5	464.3
2.1	4.8	70.0	10.2	1.2	464.3
0.0	6.7	183.6	10.2	2.3	464.3
10.0	6.2	82.7	10.2	3.4	466.2
0.0	1.0	322.3	10.2	2.1	466.2
0.1	1.9	320.8	10.2	2.8	466.2
0.0	-0.2	318.4	10.2	2.5	466.2
0.0	0.1	327.1	10.3	2.5	466.2
0.0	3.0	312.5	10.3	3.2	466.2
0.0	2.1	296.9	10.3	3.1	466.2
0.0	3.3	329.1	10.3	3.6	466.2
0.0	4.7	326.9	10.3	3.8	466.2
0.0	5.3	328.3	10.3	4.0	466.2
0.0	6.8	330.1	10.3	4.2	466.2
0.0	1.0	343.3	10.3	2.8	466.2
0.0	3.3	346.7	10.4	3.9	466.2
0.0	5.9	343.1	10.4	4.2	466.2
0.0	9.0	340.5	10.4	4.6	466.2
0.0	10.8	333.1	10.4	5.2	466.2
0.0	14.8	325.4	10.4	5.5	466.2
0.2	13.6	305.0	10.4	5.6	466.2
0.0	14.6	339.8	10.5	5.5	466.2
0.0	10.7	342.9	10.5	5.1	466.2
0.0	6.4	353.8	10.5	3.9	466.2
0.0	6.8	357.0	10.5	3.9	466.2
0.9	13.7	342.8	10.5	5.8	466.2
10.5	6.0	28.6	10.6	4.3	466.2
0.0	1.5	232.7	10.6	1.8	466.2
0.0	0.9	356.1	10.6	2.8	466.2
0.0	1.9	367.2	10.6	3.2	466.2
0.0	5.5	248.6	10.7	3.5	466.2
0.0	2.1	379.8	10.7	3.3	466.2
0.0	3.7	183.2	10.7	3.0	466.2
0.0	5.3	298.9	10.7	3.9	466.2
1.7	9.0	359.5	10.7	4.7	467.2
0.0	9.8	349.8	10.8	4.5	467.2
18.7	10.2	76.3	10.8	3.3	467.2
19.4	8.5	16.3	10.8	2.5	467.2
11.1	4.7	15.9	10.8	2.2	467.2
9.7	4.7	22.8	10.9	1.9	467.2
6.2	4.3	32.9	10.9	2.7	467.2
0.7	1.2	77.5	10.9	1.9	467.2
0.0	2.1	264.3	10.9	2.2	467.2
9.5	1.5	78.1	11.0	1.1	467.2
25.9	4.1	37.3	11.0	2.2	467.2
26.8	6.5	33.5	11.0	1.9	467.2
8.7	6.7	44.0	11.1	1.9	467.2
0.9	6.9	113.0	11.1	2.2	467.2
12.4	7.8	65.9	11.1	2.0	467.2
2.3	6.8	96.5	11.1	3.2	467.2
8.4	5.6	118.3	11.2	2.2	467.2
13.3	5.1	36.5	11.2	2.7	467.2
0.0	4.6	291.0	11.2	4.1	467.2
0.0	3.7	450.7	11.3	3.9	467.2
11.0	7.7	349.6	11.3	4.4	467.2
1.3	8.2	40.9	11.3	3.1	467.2
0.2	9.4	287.0	11.3	4.3	467.2
0.0	10.6	409.3	11.4	5.5	467.2
17.9	12.2	345.5	11.4	5.2	467.2
28.5	14.6	58.0	11.4	4.9	467.2
10.2	3.8	89.2	11.5	4.8	467.2
0.0	1.5	483.6	11.5	3.0	467.2
0.0	5.9	457.5	11.5	4.5	467.6
0.0	4.8	484.5	11.6	4.9	467.6
0.0	1.4	494.3	11.6	3.6	467.6
0.0	3.3	501.5	11.6	4.7	467.6
0.0	6.2	501.8	11.6	5.3	467.6
0.0	9.4	331.5	11.7	6.0	467.6
0.0	12.9	393.5	11.7	7.1	467.6
0.0	14.4	499.1	11.7	8.1	467.6
0.1	17.9	456.5	11.8	8.6	467.6
7.3	12.3	55.9	11.8	3.6	467.6
0.3	14.7	162.5	11.8	5.7	467.6
0.0	13.8	269.3	11.9	6.5	467.6
0.0	13.6	524.3	11.9	7.5	467.6
0.0	15.5	513.7	11.9	8.9	467.6
0.0	13.0	534.6	11.9	7.4	467.6
0.0	16.0	506.6	12.0	8.8	467.6
0.0	18.8	525.1	12.0	10.2	467.6
0.0	22.1	495.0	12.0	10.7	467.6
0.7	19.8	119.5	12.1	4.2	467.6
0.4	22.8	354.8	12.1	8.4	467.6
1.5	23.9	264.6	12.1	8.2	467.6
1.7	24.2	399.0	12.2	9.2	467.6
0.1	27.3	500.4	12.2	10.6	467.6
5.0	20.6	306.3	12.2	12.9	467.6
17.0	7.8	29.6	12.3	3.8	467.6
20.5	6.8	52.8	12.3	2.3	467.6
25.6	10.3	44.7	12.3	4.3	467.6
0.9	15.9	92.2	12.3	6.8	467.6
0.0	21.2	535.7	12.4	7.9	467.6
0.1	21.4	389.7	12.4	8.8	467.6
33.2	19.1	463.5	12.4	12.3	467.6
22.6	14.0	385.8	12.5	6.2	467.9
4.2	13.7	56.6	12.5	3.9	467.9
6.6	11.2	111.7	12.5	5.2	467.9
2.8	10.4	156.6	12.6	4.0	467.9
12.9	11.1	96.9	12.6	3.7	467.9
0.4	12.5	355.3	12.6	6.3	467.9
0.0	16.2	530.5	12.6	8.2	467.9
15.0	20.1	491.1	12.7	8.8	467.9
46.5	13.1	57.8	12.7	6.9	467.9
1.3	7.4	75.6	12.7	4.4	467.9
0.0	9.0	620.0	12.8	6.7	467.9
3.1	11.5	535.8	12.8	6.5	467.9
24.8	11.0	60.3	12.8	4.1	467.9
2.5	9.7	86.8	12.9	5.4	467.9
0.2	9.7	550.1	12.9	7.0	467.9
0.1	12.9	589.3	12.9	8.7	467.9
0.0	15.3	612.4	12.9	9.8	467.9
0.0	16.9	604.8	13.0	9.5	467.9
2.5	16.4	239.8	13.0	8.3	467.9
1.7	14.2	64.1	13.0	4.8	467.9
8.1	17.0	470.2	13.1	8.6	467.9
28.1	17.8	89.6	13.1	5.9	467.9
0.2	16.7	421.5	13.1	8.9	467.9
9.9	15.6	373.3	13.1	7.8	467.9
30.7	12.2	53.8	13.2	4.7	467.9
13.5	13.8	74.3	13.2	6.8	467.9
0.0	14.6	396.7	13.2	7.3	467.9
13.3	15.0	79.5	13.2	4.7	467.9
12.3	15.3	52.8	13.3	3.3	467.9
0.8	17.0	301.6	13.3	8.3	467.9
0.2	19.5	423.5	13.3	9.0	468.1
6.9	20.9	156.5	13.3	6.9	468.1
16.1	21.9	183.1	13.4	7.4	468.1
6.2	23.8	417.1	13.4	9.1	468.1
31.8	19.3	81.6	13.4	8.7	468.1
14.6	16.5	216.5	13.4	5.7	468.1
22.6	21.2	135.1	13.5	8.3	468.1
15.0	19.3	139.1	13.5	9.1	468.1
5.9	15.5	95.9	13.5	3.8	468.1
3.8	18.2	337.7	13.5	7.6	468.1
2.5	17.8	141.8	13.6	6.5	468.1
0.0	16.7	668.2	13.6	10.2	468.1
0.0	15.8	684.0	13.6	9.7	468.1
0.0	18.5	679.8	13.6	11.0	468.1
0.0	21.3	604.6	13.7	11.2	468.1
0.0	22.7	643.1	13.7	11.5	468.1
0.0	23.6	636.9	13.7	11.8	468.1
1.1	25.4	606.8	13.7	10.1	468.1
6.3	19.7	191.5	13.7	10.7	468.1
0.0	17.8	602.9	13.8	9.5	468.1
0.0	19.9	548.6	13.8	8.6	468.1
20.3	19.3	123.9	13.8	4.5	468.1
36.6	20.7	35.0	13.8	4.4	468.1
16.9	21.8	92.5	13.8	9.6	468.1
1.5	16.3	154.9	13.8	6.4	468.1
0.0	16.7	652.5	13.9	8.7	468.1
0.7	16.8	205.0	13.9	5.7	468.1
0.5	17.8	90.2	13.9	5.0	468.1
0.2	21.2	518.8	13.9	10.1	468.1
0.8	22.0	485.6	13.9	10.2	468.1
0.0	22.9	662.3	13.9	9.2	468.1
0.1	21.2	654.3	13.9	10.8	466.4
0.0	23.1	637.0	14.0	10.6	466.4
4.4	22.8	467.0	14.0	9.9	466.4
3.5	23.3	425.5	14.0	10.0	466.4
6.7	22.6	193.5	14.0	7.1	466.4
33.0	21.7	50.3	14.0	4.7	466.4
0.3	23.2	342.6	14.0	9.0	466.4
4.3	23.6	568.4	14.0	11.1	466.4
0.0	25.3	641.2	14.0	10.2	466.4
9.6	23.7	332.9	14.0	8.7	466.4
19.7	20.6	247.1	14.0	7.7	466.4
1.0	20.7	575.0	14.1	9.7	466.4
3.0	20.5	606.0	14.1	10.2	466.4
0.0	22.4	674.8	14.1	11.1	466.4
2.1	24.9	560.7	14.1	10.5	466.4
25.1	24.2	153.0	14.1	7.3	466.4
0.9	22.9	262.4	14.1	8.3	466.4
0.1	25.3	568.1	14.1	11.4	466.4
0.8	25.7	639.8	14.1	11.0	466.4
0.7	25.7	603.1	14.1	11.4	466.4
0.2	26.7	635.8	14.1	11.2	466.4
0.0	27.3	660.6	14.1	12.7	466.4
21.5	25.1	433.6	14.1	9.8	466.4
2.0	25.7	464.2	14.1	10.1	466.4
19.4	23.2	163.0	14.1	7.4	466.4
0.9	23.3	229.9	14.1	7.3	466.4
7.8	23.9	376.7	14.1	9.3	466.4
7.8	24.6	351.5	14.1	9.1	466.4
45.9	23.8	58.8	14.1	4.2	466.4
0.4	24.6	198.9	14.1	7.9	466.4
3.4	26.8	531.6	14.1	9.7	463.3
18.4	25.5	281.9	14.0	8.3	463.3
9.7	25.6	277.9	14.0	8.3	463.3
26.5	26.0	471.7	14.0	9.8	463.3
12.6	26.2	453.4	14.0	9.5	463.3
10.4	27.2	472.8	14.0	10.1	463.3
0.3	27.5	464.8	14.0	11.4	463.3
1.4	28.0	576.0	14.0	11.2	463.3
0.0	27.6	388.3	14.0	9.8	463.3
2.6	28.2	639.1	14.0	11.2	463.3
0.1	29.1	618.0	14.0	10.4	463.3
7.8	28.2	609.4	13.9	12.0	463.3
13.6	27.5	558.0	13.9	9.5	463.3
15.4	27.3	599.6	13.9	10.6	463.3
6.3	27.3	639.8	13.9	10.7	463.3
2.0	27.4	647.1	13.9	10.3	463.3
9.5	26.9	623.5	13.9	10.8	463.3
5.4	27.4	597.2	13.9	10.8	463.3
10.4	27.6	555.8	13.8	10.4	463.3
11.7	27.2	613.7	13.8	9.8	463.3
12.6	27.1	595.3	13.8	9.6	463.3
11.0	27.1	591.8	13.8	10.4	463.3
9.6	27.1	610.5	13.8	10.3	463.3
2.7	27.9	613.1	13.8	11.7	463.3
4.7	27.7	646.7	13.7	11.2	463.3
10.4	27.4	582.2	13.7	10.5	463.3
6.8	26.9	574.1	13.7	11.1	463.3
0.0	26.7	528.9	13.7	9.9	463.3
0.0	27.1	626.9	13.7	10.5	463.3
11.5	26.2	629.5	13.6	10.2	463.3
9.8	26.5	602.1	13.6	10.2	463.3
9.4	26.4	564.6	13.6	10.0	461.4
17.3	26.0	460.7	13.6	9.4	461.4
21.0	25.9	488.1	13.5	9.0	461.4
16.7	26.3	484.8	13.5	8.8	461.4
12.0	26.3	542.8	13.5	9.6	461.4
12.6	26.7	466.1	13.5	8.6	461.4
11.8	26.5	348.5	13.5	8.6	461.4
8.7	26.6	374.7	13.4	9.1	461.4
10.5	26.3	360.5	13.4	9.6	461.4
11.5	26.6	460.1	13.4	10.5	461.4
7.0	27.0	536.8	13.4	10.7	461.4
9.3	26.9	572.1	13.3	10.1	461.4
12.4	26.7	526.5	13.3	9.6	461.4
14.5	26.6	521.5	13.3	9.4	461.4
16.3	26.5	481.9	13.3	8.9	461.4
6.4	26.8	535.4	13.2	9.4	461.4
6.1	26.5	486.9	13.2	8.4	461.4
4.2	26.3	422.1	13.2	7.5	461.4
5.6	25.9	388.2	13.1	7.7	461.4
8.2	25.6	357.6	13.1	7.3	461.4
2.6	25.5	377.1	13.1	8.1	461.4
1.2	26.0	438.9	13.1	8.5	461.4
9.3	25.9	477.5	13.0	9.3	461.4
8.1	25.8	438.4	13.0	8.6	461.4
15.3	24.8	357.4	13.0	8.1	461.4
5.8	24.2	465.9	13.0	8.0	461.4
4.9	24.8	346.6	12.9	6.9	461.4
0.8	25.4	169.0	12.9	5.9	461.4
0.7	25.8	191.8	12.9	6.3	461.4
1.7	25.4	129.1	12.8	5.9	461.4
1.5	25.7	172.0	12.8	6.3	461.4
3.5	25.7	214.1	12.8	7.0	460.3
3.9	25.6	347.7	12.8	8.0	460.3
8.1	25.8	508.0	12.7	8.2	460.3
9.2	25.8	457.0	12.7	7.1	460.3
0.4	26.0	211.5	12.7	6.8	460.3
3.2	24.3	356.8	12.6	8.3	460.3
0.1	24.4	529.6	12.6	8.4	460.3
0.0	25.0	488.7	12.6	9.2	460.3
0.0	24.2	557.2	12.5	9.2	460.3
0.0	24.7	547.6	12.5	8.3	460.3
1.4	26.3	281.6	12.5	7.2	460.3
1.3	27.0	296.1	12.5	7.1	460.3
1.7	26.3	269.8	12.4	7.0	460.3
7.4	24.1	353.3	12.4	9.7	460.3
0.0	19.4	553.4	12.4	7.4	460.3
0.0	21.2	523.5	12.3	9.1	460.3
0.0	21.4	545.9	12.3	9.4	460.3
0.0	21.5	528.4	12.3	9.4	460.3
0.0	23.1	546.1	12.2	9.1	460.3
0.4	24.2	513.0	12.2	8.7	460.3
0.7	21.6	33.1	12.2	3.9	460.3
1.6	24.4	174.3	12.2	6.4	460.3
0.7	24.4	149.8	12.1	5.6	460.3
0.5	24.6	138.6	12.1	6.2	460.3
0.1	23.7	383.0	12.1	8.0	460.3
0.0	23.5	496.4	12.0	8.6	460.3
0.1	24.7	464.3	12.0	8.2	460.3
8.4	24.9	365.8	12.0	8.0	460.3
21.1	22.9	194.0	11.9	6.2	460.3
8.4	17.8	20.5	11.9	5.5	460.3
1.5	16.4	33.9	11.9	2.5	460.1
0.2	20.2	263.5	11.9	6.1	460.1
5.6	18.1	64.2	11.8	4.8	460.1
1.2	17.8	229.2	11.8	5.3	460.1
0.2	17.7	402.8	11.8	6.5	460.1
0.1	19.0	274.5	11.7	6.3	460.1
0.1	18.8	342.4	11.7	6.0	460.1
0.0	19.0	448.6	11.7	6.4	460.1
0.1	20.5	299.5	11.6	6.3	460.1
0.2	21.0	233.4	11.6	6.3	460.1
1.6	20.1	89.7	11.6	4.7	460.1
1.3	21.4	319.3	11.6	6.2	460.1
1.2	22.2	303.8	11.5	5.6	460.1
2.1	20.4	97.0	11.5	3.6	460.1
0.4	20.7	169.2	11.5	5.5	460.1
0.6	20.0	173.5	11.4	5.7	460.1
1.1	18.3	89.0	11.4	3.7	460.1
0.1	17.5	315.7	11.4	6.0	460.1
0.0	16.0	396.8	11.4	6.2	460.1
0.0	15.4	350.8	11.3	5.1	460.1
0.0	18.4	310.5	11.3	6.1	460.1
0.0	19.0	418.3	11.3	6.8	460.1
0.0	18.9	414.8	11.2	6.6	460.1
4.9	19.8	152.4	11.2	5.1	460.1
1.0	17.9	146.4	11.2	4.0	460.1
0.2	16.6	267.7	11.2	4.9	460.1
0.1	16.8	356.2	11.1	5.7	460.1
0.0	18.7	399.0	11.1	6.0	460.1
0.4	20.2	315.4	11.1	6.0	460.1
0.1	21.1	365.4	11.0	6.0	460.1
2.0	19.2	123.0	11.0	4.3	460.1
0.6	15.7	102.3	11.0	4.1	461.4
0.4	16.8	253.2	11.0	4.7	461.4
10.1	18.8	175.0	10.9	4.4	461.4
11.3	19.9	53.1	10.9	4.0	461.4
4.4	16.6	78.5	10.9	3.0	461.4
0.5	14.7	149.9	10.9	3.5	461.4
0.8	14.7	299.3	10.8	3.3	461.4
0.7	14.7	181.0	10.8	4.2	461.4
0.1	17.1	340.1	10.8	5.2	461.4
0.7	17.2	119.9	10.8	4.1	461.4
0.3	14.2	52.1	10.7	2.6	461.4
0.2	16.2	255.3	10.7	4.0	461.4
12.3	17.0	95.7	10.7	4.4	461.4
0.3	11.3	209.1	10.7	3.2	461.4
0.2	9.1	197.0	10.6	3.5	461.4
0.1	10.9	304.0	10.6	4.3	461.4
0.4	12.2	229.4	10.6	4.0	461.4
0.1	11.1	286.0	10.6	3.9	461.4
0.1	12.9	273.0	10.6	4.1	461.4
0.7	11.0	58.0	10.5	4.1	461.4
0.0	8.1	352.3	10.5	3.7	461.4
0.0	9.1	306.7	10.5	4.1	461.4
0.0	11.3	310.0	10.5	4.6	461.4
0.1	11.5	322.3	10.5	4.6	461.4
0.0	12.8	325.2	10.4	5.2	461.4
0.1	14.1	327.8	10.4	5.1	461.4
0.0	14.8	315.5	10.4	5.4	461.4
2.4	10.9	89.8	10.4	4.7	461.4
0.0	5.8	184.0	10.4	1.8	461.4
1.0	10.1	87.6	10.4	2.7	461.4
27.0	14.2	73.2	10.3	3.4	463.2
10.0	7.6	23.2	10.3	3.1	463.2
3.4	2.5	25.4	10.3	1.3	463.2
0.1	3.1	275.9	10.3	2.6	463.2
0.2	4.4	260.5	10.3	3.2	463.2
0.6	9.2	228.7	10.3	4.4	463.2
8.1	11.8	43.8	10.3	2.6	463.2
3.2	10.9	64.9	10.3	2.2	463.2
10.9	10.0	37.4	10.2	2.7	463.2
0.0	1.2	314.2	10.2	3.1	463.2
0.0	-3.7	308.9	10.2	1.4	463.2
0.7	-4.0	31.4	10.2	1.1	463.2
0.0	-3.5	312.9	10.2	1.6	463.2
0.0	-1.0	308.7	10.2	2.2	463.2
0.1	1.6	242.0	10.2	2.4	463.2
0.6	3.8	187.5	10.2	2.7	463.2
2.7	2.5	48.4	10.2	1.4	463.2
0.1	7.4	155.1	10.2	2.7	463.2
15.0	10.3	83.4	10.2	2.9	463.2
12.4	2.3	23.9	10.2	3.0	463.2
0.9	-0.9	177.2	10.2	1.5	463.2
0.0	-1.9	308.7	10.2	2.1	463.2
0.1	0.0	260.0	10.2	2.5	463.2
0.3	3.3	260.9	10.2	3.1	463.2
3.0	3.8	89.2	10.2	1.8	463.2
5.5	5.1	18.8	10.2	1.6	463.2
6.8	7.3	25.8	10.2	1.8	463.2
0.4	10.3	88.0	10.2	2.3	463.2
23.0	12.0	34.0	10.2	2.7	463.2
13.6	7.3	31.7	10.2	2.9	463.2
2.8	8.1	51.1	10.2	2.0	463.2
8.4	4.9	19.2	10.2	3.0	465.2
6.6	-2.6	19.9	10.2	1.7	465.2
0.1	-5.8	101.9	10.2	0.8	465.2
0.0	-5.7	237.8	10.2	1.4	465.2
0.0	-4.5	324.9	10.3	1.8	465.2
0.1	-1.5	305.2	10.3	2.6	465.2
0.2	0.1	279.7	10.3	2.8	465.2
5.6	2.9	108.7	10.3	2.4	465.2
0.7	3.8	183.9	10.3	2.8	465.2
0.8	2.8	189.5	10.3	3.3	465.2
0.1	5.3	256.5	10.3	3.6	465.2
0.4	14.6	272.0	10.3	5.3	465.2
25.0	13.9	22.3	10.4	4.6	465.2
3.0	3.8	46.8	10.4	2.0	465.2
7.3	3.3	118.0	10.4	1.6	465.2
5.1	4.7	46.5	10.4	2.2	465.2
7.8	9.5	36.6	10.4	2.8	465.2
22.9	1.7	18.8	10.4	2.7	465.2
1.0	0.8	105.9	10.5	1.6	465.2
0.9	1.2	119.5	10.5	1.8	465.2
0.4	0.9	191.0	10.5	2.1	465.2
0.0	-0.5	355.6	10.5	2.5	465.2
0.0	0.8	356.6	10.5	2.8	465.2
0.0	1.7	357.9	10.6	3.0	465.2
0.0	3.4	354.7	10.6	3.6	465.2
2.5	6.6	158.5	10.6	3.3	465.2
1.2	7.0	156.0	10.6	3.2	465.2
0.1	5.3	365.7	10.6	3.8	465.2
2.7	6.7	344.4	10.7	3.8	465.2
2.0	5.7	43.8	10.7	2.7	465.2
0.0	0.6	385.2	10.7	2.8	465.2
1.2	3.2	382.3	10.7	3.3	466.1
0.9	2.8	64.0	10.8	2.8	466.1
0.2	3.7	303.3	10.8	3.8	466.1
0.0	5.9	386.6	10.8	4.6	466.1
1.0	10.1	383.3	10.8	5.2	466.1
18.4	5.6	29.6	10.9	4.0	466.1
2.5	-1.4	241.8	10.9	2.0	466.1
0.0	-1.6	313.7	10.9	2.7	466.1
0.0	3.3	416.1	10.9	4.2	466.1
0.0	7.1	384.2	11.0	5.0	466.1
0.0	12.0	365.0	11.0	6.2	466.1
14.0	10.1	122.1	11.0	6.1	466.1
6.8	0.2	20.8	11.1	1.7	466.1
0.3	1.1	189.8	11.1	2.5	466.1
3.2	1.3	159.1	11.1	3.3	466.1
0.4	-2.7	248.7	11.1	2.4	466.1
0.0	-0.4	445.2	11.2	3.2	466.1
0.0	7.1	425.8	11.2	5.3	466.1
11.3	12.1	209.5	11.2	5.2	466.1
39.1	13.2	45.8	11.2	5.4	466.1
4.7	3.3	68.9	11.3	2.6	466.1
0.2	3.8	215.6	11.3	2.4	466.1
0.3	2.9	355.8	11.3	3.5	466.1
0.0	5.9	339.3	11.4	4.3	466.1
0.0	0.6	468.9	11.4	3.2	466.1
0.0	-0.5	472.6	11.4	3.2	466.1
0.0	1.2	468.9	11.5	3.7	466.1
4.9	3.9	154.7	11.5	3.4	466.1
1.3	5.6	50.8	11.5	2.5	466.1
0.5	9.1	184.1	11.5	4.4	466.6
0.1	3.5	236.0	11.6	3.2	466.6
0.0	4.6	190.0	11.6	3.9	466.6
0.2	5.3	329.3	11.6	4.8	466.6
0.0	6.2	431.3	11.7	4.8	466.6
2.7	10.0	474.6	11.7	5.7	466.6
10.7	13.9	115.9	11.7	5.9	466.6
13.5	17.6	88.0	11.8	4.2	466.6
8.6	16.6	268.5	11.8	8.8	466.6
7.7	4.8	51.1	11.8	2.0	466.6
0.3	5.0	154.8	11.8	3.7	466.6
0.0	4.9	153.5	11.9	4.4	466.6
7.6	6.2	97.5	11.9	3.7	466.6
8.3	5.6	42.8	11.9	2.0	466.6
14.1	6.6	53.3	12.0	2.6	466.6
6.5	6.6	88.9	12.0	2.7	466.6
0.0	7.4	539.0	12.0	5.5	466.6
0.0	10.7	529.4	12.1	6.9	466.6
0.0	13.7	368.4	12.1	7.2	466.6
0.1	15.0	330.3	12.1	6.9	466.6
10.4	14.8	67.9	12.2	4.3	466.6
3.7	15.4	81.1	12.2	4.1	466.6
25.6	16.9	236.4	12.2	6.3	466.6
0.9	12.6	111.9	12.2	4.4	466.6
16.2	16.2	116.8	12.3	8.0	466.6
0.6	10.7	435.9	12.3	6.0	466.6
0.0	12.1	455.5	12.3	5.3	466.6
0.1	13.7	375.6	12.4	7.1	466.6
0.0	11.5	455.8	12.4	5.3	466.6
9.2	9.1	101.8	12.4	3.7	466.6
0.7	10.1	211.3	12.5	5.8	466.6
0.2	12.2	464.0	12.5	7.9	466.8
0.0	14.2	569.3	12.5	8.7	466.8
14.5	16.5	510.3	12.6	8.5	466.8
0.2	11.5	259.6	12.6	7.0	466.8
0.0	13.3	585.0	12.6	7.2	466.8
6.9	12.9	143.0	12.6	5.3	466.8
1.0	14.1	506.6	12.7	6.9	466.8
0.1	14.6	411.1	12.7	7.1	466.8
4.2	16.8	375.0	12.7	7.3	466.8
10.4	17.3	83.2	12.8	5.5	466.8
1.0	21.3	467.7	12.8	8.3	466.8
31.0	20.8	264.1	12.8	5.9	466.8
1.7	13.9	87.0	12.8	8.9	466.8
0.2	13.6	542.7	12.9	6.9	466.8
0.9	14.1	230.0	12.9	7.8	466.8
0.2	7.5	322.5	12.9	5.4	466.8
0.0	13.3	534.9	13.0	8.2	466.8
0.0	17.9	540.2	13.0	8.9	466.8
0.0	20.0	465.6	13.0	8.6	466.8
11.4	17.8	133.2	13.0	5.0	466.8
0.5	18.6	238.3	13.1	7.2	466.8
8.9	16.7	352.2	13.1	6.4	466.8
1.0	21.2	223.6	13.1	10.1	466.8
6.6	24.8	540.2	13.2	11.5	466.8
18.0	11.6	65.3	13.2	8.6	466.8
11.3	9.0	55.7	13.2	2.5	466.8
0.1	10.1	183.1	13.2	5.0	466.8
10.2	11.4	104.2	13.3	4.4	466.8
1.3	11.5	137.3	13.3	5.9	466.8
0.1	16.7	454.8	13.3	8.7	466.8
4.9	20.9	196.5	13.3	8.0	467.0
26.2	21.0	172.8	13.4	8.3	467.0
0.0	18.8	366.9	13.4	8.6	467.0
0.1	18.4	305.9	13.4	9.3	467.0
29.5	15.1	64.2	13.4	3.3	467.0
2.7	13.4	148.0	13.5	5.6	467.0
0.0	16.4	646.4	13.5	9.9	467.0
0.1	19.0	648.0	13.5	10.3	467.0
53.4	20.5	317.2	13.5	9.2	467.0
14.3	16.0	96.2	13.6	5.7	467.0
4.2	15.5	141.6	13.6	4.4	467.0
1.1	17.7	288.9	13.6	7.6	467.0
18.6	21.2	547.0	13.6	9.5	467.0
9.9	21.4	107.0	13.6	6.5	467.0
21.0	22.5	386.5	13.7	9.9	467.0
0.4	18.7	416.6	13.7	9.0	467.0
0.0	22.1	615.4	13.7	11.1	467.0
0.4	22.4	396.3	13.7	9.6	467.0
2.1	22.4	153.4	13.7	7.4	467.0
10.7	20.7	169.8	13.8	10.0	467.0
0.1	19.3	652.5	13.8	11.1	467.0
0.0	20.2	662.0	13.8	9.6	467.0
5.8	22.3	545.0	13.8	9.8	467.0
12.2	22.4	107.1	13.8	6.6	467.0
2.6	20.1	425.0	13.9	9.5	467.0
1.1	19.0	429.2	13.9	7.7	467.0
33.0	16.7	58.9	13.9	4.1	467.0
4.3	15.9	59.2	13.9	4.6	467.0
1.3	16.8	231.0	13.9	6.6	467.0
8.2	17.9	226.9	13.9	7.2	467.0
1.4	19.5	276.5	13.9	7.6	467.0
0.1	22.5	478.6	14.0	10.6	465.4
5.6	23.6	319.9	14.0	10.3	465.4
23.9	22.1	71.1	14.0	4.6	465.4
24.7	22.8	45.9	14.0	4.0	465.4
0.9	22.7	378.2	14.0	9.3	465.4
0.2	24.5	622.1	14.0	11.0	465.4
0.1	24.3	373.9	14.0	9.5	465.4
15.6	25.1	302.5	14.0	9.4	465.4
6.9	23.1	50.5	14.0	5.3	465.4
0.7	22.0	97.6	14.0	5.6	465.4
0.8	22.7	485.2	14.1	8.5	465.4
0.7	22.1	465.1	14.1	8.9	465.4
3.6	20.3	172.2	14.1	7.3	465.4
54.6	18.9	81.0	14.1	3.9	465.4
14.5	19.0	84.4	14.1	2.9	465.4
3.6	20.4	43.6	14.1	4.3	465.4
0.1	21.0	134.4	14.1	5.8	465.4
10.1	23.1	281.4	14.1	9.1	465.4
2.8	20.6	118.6	14.1	7.8	465.4
0.0	22.1	649.8	14.1	9.9	465.4
0.0	21.7	486.9	14.1	9.1	465.4
2.1	22.1	127.7	14.1	7.0	465.4
0.7	24.6	198.1	14.1	6.8	465.4
19.9	25.0	378.3	14.1	8.8	465.4
10.7	25.0	334.3	14.1	9.5	465.4
15.0	26.2	533.8	14.1	10.2	465.4
15.5	25.3	350.0	14.1	9.6	465.4
15.0	24.9	386.3	14.1	10.2	465.4
1.0	25.0	358.0	14.1	10.8	465.4
0.0	25.6	471.0	14.1	9.8	465.4
18.2	24.6	279.7	14.0	8.7	462.2
51.7	23.4	70.0	14.0	4.1	462.2
31.4	23.8	126.1	14.0	5.5	462.2
24.7	23.9	134.1	14.0	6.0	462.2
4.5	25.4	543.8	14.0	10.3	462.2
8.6	26.2	574.3	14.0	9.8	462.2
12.5	26.4	451.3	14.0	9.5	462.2
14.1	26.8	509.7	14.0	10.3	462.2
19.9	26.8	516.1	14.0	9.7	462.2
14.4	26.4	476.1	14.0	9.6	462.2
1.8	26.3	383.9	14.0	8.3	462.2
13.7	26.6	410.7	13.9	9.0	462.2
13.1	27.2	522.8	13.9	9.7	462.2
12.4	27.2	500.3	13.9	9.9	462.2
16.2	27.4	498.1	13.9	9.7	462.2
8.8	27.2	310.6	13.9	8.3	462.2
12.3	27.1	472.4	13.9	9.4	462.2
13.2	27.2	544.0	13.8	10.1	462.2
8.4	27.3	494.2	13.8	9.6	462.2
8.8	27.8	527.6	13.8	10.0	462.2
6.3	28.0	576.0	13.8	10.8	462.2
3.8	28.1	611.5	13.8	11.1	462.2
5.9	27.2	439.2	13.8	10.7	462.2
11.7	27.0	534.7	13.7	10.0	462.2
5.5	25.2	111.2	13.7	6.5	462.2
15.4	23.4	45.1	13.7	5.2	462.2
7.7	23.1	72.7	13.7	3.2	462.2
1.1	24.1	115.2	13.7	5.4	462.2
20.5	25.5	412.7	13.6	8.9	462.2
4.7	25.9	512.1	13.6	9.3	462.2
