tree_id,x,y,height,dbh,crown_radius,base_height,crown_area,crown_volume,cluster
352,56.47110000001583,48.08839999988824,17.7,0.023,3.15,9.9,28.2,125.1,1
353,47.352100000067985,50.517399999891964,16.4,0.176,3,11.1,25.8,87,1
354,52.384100000074504,47.557399999463556,22.7,0.036,3,12.6,26.3,138.6,1
355,34.01810000003632,40.14939999964237,13.5,0.076,2.975,2.3,24.2,65.9,1
356,82.6231000000177,45.95539999950826,10.7,0.178,2.9000000000000004,6.8,16.6,53.7,1
357,23.91010000002887,50.147399999780205,6.3,0.31,2.925,1.5,22.9,60.6,1
358,32.042100000012105,43.11639999982119,15.1,0.169,3.8,3.9,46.8,187.8,1
359,41.7371000000773,42.940399999843535,17.3,0.162,3.625,3.3,41.1,162.4,1
360,59.06110000009965,54.88639999983981,7,0.16,1.725,2.6,8.3,20.8,2
361,52.87710000009127,48.526399999504534,18.8,0.256,2.975,12.8,24.6,106.9,1
363,51.25210000009127,45.15739999955669,10,0.105,2,4.3,9.6,20.6,2
364,43.652099999998136,46.1243999997355,3.1,0.114,0.2,1.5,0.1,0.1,2
365,77.96110000000652,37.07539999962002,13,0.288,3.425,5.5,30.3,131.1,1
366,37.21710000005867,44.82039999973178,3.8,0.067,2.125,1.5,13.9,36,2
367,43.6571000000028,49.85739999974295,6.1,0.222,1.3250000000000002,2.8,4.6,9.8,2
369,69.17610000009034,43.09339999977648,10.5,0.155,2.7,4,20.4,81.6,1
370,42.71110000000652,50.905399999694524,1.7,0.068,0.15,1.7,0.1,0.1,2
371,28.487100000077298,46.561399999653545,11.6,0.275,3.85,8.9,34.1,105.8,1
372,75.77910000009314,45.460399999862155,12,0.395,4.675,6.1,50.4,115,1
373,71.6451000000149,44.56639999954179,3,0.179,1.75,0.8,7,8.6,2
374,73.79710000001677,44.87039999954552,7.6,0.153,1.925,2.5,9.6,29.1,2
375,72.23510000009873,36.026399999504534,10.3,0.19,1.5,2.3,6.1,14,2
376,68.26510000001025,43.41339999960884,5,0.154,1.125,2.4,3.3,5.6,2
377,46.01410000007916,47.681399999765304,7.6,0.251,1.625,2.5,6.6,21,2
378,38.619100000060534,41.42539999971315,5.6,0.042,1.7,1.6,7.2,17.5,2
380,53.89810000004098,48.4653999997504,10.6,0.086,1.875,3.9,9.2,21.9,2
381,47.87910000006985,46.34239999961257,12.1,0.241,1.525,5,6.7,28.2,1
382,47.585100000075435,45.01139999983981,17.9,0.278,4.15,12.9,49.5,243.1,1
383,37.183100000073566,43.91839999949708,4.1,0.061,1.225,1.1,4.4,11.1,2
384,59.29610000008568,44.43539999948964,3.8,0.109,4.875,2,31,50.8,2
385,35.4531000000922,35.699399999921766,12.2,0.1,1.425,6.7,6.4,22,2
386,52.40310000004563,43.960399999862155,10,0.088,1.925,4.7,9.1,25.4,2
387,77.51910000008382,43.35739999974296,5.9,0.107,1,3.7,2.8,6.2,2
388,68.25910000007451,35.392399999891964,8,0.134,2.525,3.7,15.9,31.1,2
390,43.29710000001677,48.18039999960139,10.5,0.05,2.25,6.3,14.6,37.9,2
391,18.31710000003539,45.06639999954179,10.2,0.141,1.675,4.6,6,9.5,2
392,52.98010000009406,42.49439999984726,6.8,0.085,1.25,3.4,4.4,13.1,2
393,79.75310000002237,44.19339999986961,16.9,0.182,4.95,9.8,63.3,245.3,1
394,81.70610000000187,43.9763999996908,14.1,0.122,2.825,7.5,18.3,59.3,1
395,50.88910000007916,33.72739999985472,5.4,0.063,1.825,1.6,8.9,25.6,2
396,73.01710000010524,42.36839999968335,6.3,0.087,1.5,4,6.5,19.3,2
397,74.35309999999907,42.77739999966845,5.8,0.109,1.225,2,4.3,10.5,2
398,24.63810000003167,35.2833999997206,11.8,0.261,5.05,6.1,55.9,227.6,1
399,29.16210000000745,36.979399999716875,4.7,0.075,2.4000000000000004,2.4,12.3,24.2,2
400,83.03110000007173,48.199399999921766,11.1,0.134,2.625,6.8,17.5,34.3,1
401,41.231100000025144,44.34339999977648,18.3,0.2,4.375,4.5,54.5,319.2,1
404,43.850100000089405,43.156399999858436,9.9,0.125,2.05,4.9,11.8,31,2
406,40.1691000001071,41.583399999534336,4.7,0.075,1.325,2.4,4.6,13.3,2
407,24.040100000033526,42.17539999971315,16.7,0.298,3.125,7.4,23.1,72.7,1
408,35.27810000004564,34.52039999991805,20.3,0.255,4.675000000000001,13.6,51.7,213.8,1
409,69.36410000005588,35.031399999858436,12.5,0.289,3.175,5.9,27.3,113.3,1
410,83.87010000010804,46.393399999590216,7.5,0.117,1.75,2.1,6.5,19.9,2
411,21.926100000090337,41.45039999962002,11.6,0.171,3.35,2.6,23.6,100.4,1
412,21.693100000082886,39.19739999959394,7.9,0.091,1.75,4.6,8,12.3,2
413,80.97410000004193,37.98139999957904,8.6,0.173,1.25,4.8,4.4,6.1,2
414,37.335100000075435,41.23039999988079,4.7,0.12,1.65,1.8,7.7,17.8,2
415,57.46310000010151,32.294399999660996,9.3,0.131,2.95,4.7,24.2,72.7,2
416,69.7261000000205,41.574399999921766,5.3,0.119,1.025,1.8,2.4,5,2
417,70.61010000009873,41.97139999980256,11.2,0.142,1.6,4,6.5,24.3,2
418,59.09610000001583,33.992399999519435,8.2,0.112,1.325,2.7,4.6,15.2,2
419,21.43810000007823,35.16839999949708,11.7,0.561,3.625,4.2,39.5,142.6,1
420,74.79610000008569,44.04939999954924,18.1,0.357,6.925,10.1,112.2,582.3,1
422,33.420100000038175,37.751399999597666,13.6,0.257,2.0250000000000004,7.1,10.8,27.8,1
423,78.28610000007636,35.223399999664714,6.3,0.206,2.05,3.4,10.5,29.1,2
425,66.16210000000746,30.747399999873338,15.5,0.26,4.3,5.4,49.5,298.2,1
426,37.76410000007916,36.2373999996312,11.3,0.101,2.2750000000000004,4.3,13.6,38.7,2
428,80.62610000004376,33.823399999757854,7.8,0.122,1.5,2.1,6.8,10.9,2
429,58.337100000054015,33.21139999956041,10.5,0.106,1.25,1.9,4,11.1,2
430,47.18910000000931,42.21939999947473,3.7,0.061,1.2000000000000002,2.1,3.9,5.8,2
431,51.818100000082886,35.448399999757854,21.1,0.3,5.25,1.8,84.2,563.2,1
432,70.66110000007637,37.80439999990314,9,0.138,1.6,4.6,6.3,15.6,2
433,34.431100000095,33.669399999660996,21.1,0.243,4.575,12.8,58.2,245.6,1
434,68.69110000010431,39.565399999843535,11.1,0.258,2.425,6.8,16.4,39.9,1
435,43.5431000000596,30.914399999772755,17.6,0.029,3.8,6.6,41,217,1
436,33.808100000073566,35.63239999964982,11.5,0.262,1.475,2.5,5.8,15,1
438,63.01310000003166,32.20039999962002,12.1,0.236,2.3,6.5,15.2,28.2,1
439,47.350100000089405,32.90039999980628,17.2,0.303,3,11.8,22.9,47.6,1
440,20.81110000009965,41.57939999981001,3.1,0.056,1.7,1.4,6.2,9.8,2
442,38.79610000008568,36.703399999646095,10.5,0.074,2.125,2.5,11.5,24.3,2
443,27.40610000007171,30.657399999556688,7.2,0.217,1.45,3.9,5.2,9.7,2
444,23.37610000004377,38.86539999965727,2.8,0.062,0.9,1.4,2.2,2.2,2
445,75.33210000004937,29.83439999969825,6.5,0.125,1.25,2.2,4.5,10.7,2
446,75.62010000010804,34.44539999973178,14.9,0.238,6.4,9.4,81.4,452.9,1
447,38.3951000000149,38.598399999664714,17.3,0.13,3.725,4.1,42.2,163.3,1
448,49.26410000007916,31.67139999952316,3.7,0.102,1.075,2.2,2.9,4.7,2
449,64.21810000010618,32.716399999914316,4.5,0.084,0.8500000000000001,3.2,1.2,1.2,2
450,69.2601000000056,41.1013999996908,16.1,0.044,3.875,7.8,43.2,200.6,1
451,72.556100000095,33.89039999956414,11.1,0.223,2.4,5.4,16.9,54.3,1
452,80.78610000007636,35.90939999988452,7.8,0.091,1.125,2.4,2.7,3.7,2
453,68.96310000010152,30.221399999802557,9.8,0.389,4.45,6.9,51.1,131.7,1
454,37.76510000001024,37.621399999709425,6.5,0.162,0.75,2,1.4,2.3,2
455,49.87509999999628,28.733399999906865,10.7,0.208,1.575,4.6,5.3,7,1
456,66.17510000004285,34.005399999787656,5.5,0.092,0.35,2,0.3,0.4,2
459,62.386100000053084,29.480399999880788,12.4,0.204,2.675,7.9,18.7,63.9,1
460,81.5980999999944,40.837399999724326,13.9,0.076,5.225,10.1,73.1,324.4,1
461,67.04010000003353,31.99039999965727,10.9,0.152,1.95,3.4,7.9,16.6,2
462,76.50009999999628,36.470399999638644,2,0.163,0.45,2.3,0.3,0.4,2
463,61.038100000054946,28.176399999877063,16.9,0.136,3.575,3.6,30.1,115.3,1
464,52.636100000053084,36.3743999997355,4,0.164,2.35,2.1,11.5,27.8,2
466,55.48210000007264,33.005399999787656,6,0.083,2.2,2.3,13.4,42.3,2
467,28.4291,35.6123999996312,13.3,0.129,3.975,6.1,44.2,165.9,1
469,51.86010000009872,27.799399999549237,10.6,0.135,1.2000000000000002,4.1,4.5,9.9,2
470,66.17010000003819,40.05539999960139,12.1,0.149,2.725,1.7,21.9,68.9,1
471,27.0781000000922,31.18539999948964,11.8,0.113,1.125,2.3,3.3,6.9,2
472,64.60610000002515,35.32239999959394,17.8,0.185,2.925,2.9,22.2,145.5,1
474,55.51710000010524,31.864399999493358,9.6,0.138,2.125,5.5,13.1,47.6,2
475,44.46110000000652,22.76139999983981,3.1,0.275,1.5,1.2,5.7,11.5,2
476,61.02209999999348,32.47139999980256,11.6,0.132,2.7,11.3,20.5,59.6,1
477,36.136100000053084,33.24539999954552,4.4,0.05,0.525,2,0.8,1.3,2
479,25.057100000026075,27.12039999954552,14.5,0.196,3.925,6.8,44.7,220,1
480,26.26410000007916,40.16139999974668,9.7,0.116,5.15,4,69.2,303.2,1
481,25.95710000004936,26.05839999962747,2.5,0.072,0.6,2.3,0.9,1.1,2
482,83.50610000004845,32.766399999728044,6.4,0.269,2.175,3.9,12.3,34.1,2
483,54.059100000004655,26.85739999974296,8.1,0.116,2.05,3,10.8,41.8,2
484,59.22309999999441,31.801399999877063,7.9,0.094,1.625,3.6,5.2,6.9,2
486,48.88910000007916,28.31239999981746,16.2,0.183,2.175,7.6,14.5,48.6,1
487,65.23010000009407,33.21739999961257,11.4,0.127,0.775,3.6,1.3,1.8,2
488,57.50210000009127,77.51939999975411,11.6,0.074,1.875,3.9,10.9,42.8,2
489,56.41210000000745,23.95939999969825,7.2,0.133,0.9,2.1,1.9,2.1,2
490,55.63310000002701,37.78239999955669,21.8,0.335,8,12.4,144.7,869.1,1
491,29.28110000007171,24.979399999716875,12.1,0.063,2.25,4.9,12.1,22.9,1
492,63.634100000074504,29.84339999977648,8,0.088,1.95,1.7,8.7,24.6,2
493,43.5441000001071,22.074399999921766,2.1,0.16,0.7250000000000001,2.2,1.2,1.9,2
494,49.979100000046564,31.100399999526886,5.8,0.254,2.025,3.3,10.8,41.3,2
495,41.428100000068916,63.617399999519435,5.9,0.048,1.225,2.5,4.6,7.9,2
496,65.26910000008382,28.48239999974296,7.9,0.067,1.25,2.1,3.3,3.7,2
497,69.55710000002608,33.108399999906865,13.9,0.202,1.95,3.2,9.9,40.6,1
498,47.24810000001769,62.824399999921766,4.1,0.116,0.6,1.4,1,1.5,2
499,43.24910000006519,22.936399999653545,9.1,0.205,4.375,7.4,53.1,273.6,1
500,35.09710000006333,37.931399999765304,14.1,0.137,3.375,4.2,30.5,93,1
501,49.585100000075435,77.65639999985844,8.8,0.099,1.45,2.2,6.4,23.5,2
502,53.90310000004563,29.96939999947473,18.7,0.167,7.2,10.9,151.3,968.4,1
503,28.53710000000745,19.22239999950081,14.2,0.182,7.25,5,130.4,1033.2,1
506,21.35910000005122,19.715399999750403,9.6,0.076,14.725,6,520.1,4222.4,1
507,63.507100000095924,31.900399999806282,6.3,0.09,0.7250000000000001,1.3,1.4,0.9,2
508,53.43510000005215,60.23139999957904,16.9,0.17,2.825,8,21.3,131,1
509,84.61410000005588,62.13739999953806,2.3,0.105,0.1,2.2,0,0,2
510,38.06210000003073,36.733399999906865,15.8,0.101,3.025,9.4,25.4,107,1
511,61.33810000010151,73.39639999961629,7.3,0.078,2.05,1.9,11.7,36.6,2
512,43.5431000000596,27.874399999735502,8.4,0.058,3.025,4.5,20,36,2
513,67.09510000008476,43.29339999949708,12.6,0.151,3.05,4.2,24.2,52.5,1
514,74.64410000008382,29.13639999983981,12.4,0.079,7.725,6.5,154.5,1002.7,1
515,52.95910000002794,70.14839999947846,4,0.064,0.6,1.6,0.9,1.9,2
516,62.40510000002421,75.23339999990688,4.5,0.252,2.225,2.2,11.9,29.3,2
517,57.5441000001071,30.854399999716875,16.3,0.367,2.8,3.3,23.6,129.1,1
518,22.129100000069847,55.53439999988451,4.1,0.131,4.275,2.3,45.6,119.8,2
521,56.53410000009779,67.25739999964982,4.9,0.038,0.85,1.9,2,4.2,2
524,49.64110000005774,26.665399999471006,11.4,0.192,1.4,3.6,5,13.2,1
525,52.56110000009965,68.74139999982118,2.8,0.039,0.525,2.8,0.8,1.2,2
526,48.553100000068916,40.61839999968335,3.2,0.06,1.05,2.9,2.8,3.9,2
527,35.56110000009965,30.00239999976158,6.5,0.095,0.875,3.6,1.8,3.5,2
528,46.4181000000596,33.43039999960139,2,0.043,1.15,2.2,2.7,3.2,2
529,65.10510000009407,70.23539999976903,3.5,0.073,1.375,2.7,4.5,6.1,2
530,30.083100000096856,30.90439999953061,18.9,0.288,3.85,12.4,39.4,156.1,1
531,68.5671000000354,36.01539999956414,5.7,0.091,1.675,1.7,5.9,15.7,2
532,17.670100000038182,16.78739999991059,12.6,0.182,4.675,5,54,152.9,1
533,84.6221000000866,61.59639999980256,3.2,0.109,0.55,1.8,0.5,0.8,2
534,44.63710000010058,26.05439999990314,5.3,0.144,1.6,2.5,5.7,6.4,2
535,29.260100000005586,70.70039999962002,5.5,0.151,1.475,3.1,5.9,13,2
537,45.615100000103375,28.76239999953806,12.2,0.127,2.75,7.7,19.1,50.4,1
538,52.3611000000298,25.480399999880788,12.7,0.584,4.475,6,53,170.4,1
539,82.09710000006332,36.24539999954552,11.7,0.168,2.675,4.6,18.5,43.5,1
540,47.6461000000624,29.86639999982119,18.5,0.08,4.125,7.8,48.5,221.4,1
541,59.932100000026075,33.350399999526886,3.5,0.062,0.975,1.4,2.6,5.4,2
542,70.54010000003353,79.91739999979883,2.8,0.073,1.6,2.4,5.7,8,2
544,54.01210000010058,24.94739999959394,9.3,0.117,2.625,7.6,17.3,47.9,2
545,65.72410000004191,41.656399999858436,3.2,0.091,1.0499999999999998,3.1,3,5.5,2
546,74.98410000005123,58.21439999958649,2.9,0.072,0.5,2.9,0.7,1.1,2
548,41.900100000019556,25.294399999660996,17.6,0.204,4.525,8.3,57.7,339.2,1
549,23.325100000066122,56.63939999986589,6.5,0.073,4.550000000000001,2.2,45.1,116.9,2
550,40.789100000102444,27.316399999541787,4,0.063,1.35,1.3,5.7,10.4,2
552,56.03310000005029,65.89039999956414,5.6,0.042,1.05,1.8,3.3,9.1,2
553,73.94910000001863,63.96939999947473,4.1,0.085,1.775,3.6,6.4,9.5,2
554,30.197100000040045,23.03439999988452,16.4,0.143,12.05,9.7,374.6,2960.5,1
556,56.24110000003446,21.999399999735502,11.1,0.147,7.35,7,150.1,612.4,1
557,57.43610000009965,78.20839999953434,3.1,0.072,0.475,3.1,0.6,1,2
558,26.275100000019556,25.273399999478457,5.5,0.112,3.15,2.6,24.8,50.5,2
559,78.0901000000801,39.876399999597666,8,0.214,1.95,2.6,9.1,12.9,2
560,29.62810000002235,27.353399999552963,15.1,0.108,2.5250000000000004,12,19.9,54.3,1
561,41.316100000104306,28.89439999975413,5.1,0.232,1.925,1.5,11.5,27.9,2
563,17.670100000038182,32.78439999988452,4.7,0.119,0.25,2.1,0.2,0.2,2
565,50.37310000001769,42.503399999925485,2.9,0.052,1.2999999999999998,2.9,3.2,4.1,2
566,37.386100000053084,39.95439999981001,3.1,0.044,0.55,2.5,0.8,0.9,2
567,45.14709999999348,22.67139999952316,3.9,0.102,1.1,1.8,3.7,6,2
568,80.227100000068,37.892399999891964,9.9,0.141,2.375,5.9,14.1,31.2,2
569,26.400100000019556,7.413399999608844,18.2,0.181,5.550000000000001,6.6,80.3,380,1
570,29.87610000004377,25.867399999519435,5.7,0.084,2,3,8.9,10.6,2
571,47.75810000002701,25.247399999873338,22.1,0.126,4.375,2.2,48.9,196.6,1
573,60.25810000002701,32.69739999959394,3.5,0.106,1.025,1.9,2.4,3.8,2
574,75.05110000009034,53.67839999973923,12,0.107,2.7750000000000004,6.7,23.7,98.3,1
577,15.791100000081025,13.60539999988079,8.3,0.163,17.075000000000003,10.3,729.6,3130.3,1
579,29.551100000090337,51.79139999963492,7.7,0.119,3.05,2.5,23.5,53.4,2
581,24.527099999998136,6.49239999951944,14.1,0.685,8.6,8.5,225.2,1551.7,1
583,49.05010000004284,33.60339999955296,4.3,0.094,2.075,2.2,11,23.4,2
585,82.00210000009129,47.436399999653545,9.2,0.086,3.75,3.9,39.7,123.8,2
586,53.87210000008661,71.75439999962374,4,0.109,1.025,3.2,2.6,4.2,2
587,84.3480999999944,34.789399999772755,11.5,0.155,9.475,2,193.3,767.2,1
588,61.41110000007637,39.630399999787656,18.4,0.387,4.550000000000001,7.3,65.8,357.5,1
589,44.19609999999255,80.36139999946728,1.8,0.051,0.15,1.8,0.1,0.1,2
591,34.809100000004655,53.052399999575314,15.9,0.184,5.1,7.7,73.2,320.5,1
592,26.59410000003725,32.35739999974296,10.3,0.069,2.875,5.6,21.2,58.5,2
593,60.41010000002887,56.440399999843535,4.5,0.057,0.825,4.4,2,3.5,2
594,38.62810000002235,62.975399999526886,3.9,0.096,0.875,1.6,2.2,3.8,2
595,77.1231000000177,41.540399999471006,7.9,0.088,1.15,2.8,2.5,4.6,2
596,46.326099999997204,42.530399999694524,4.8,0.176,1.625,3.9,7.7,13.6,2
597,62.3621000000773,71.7383999997951,3.4,0.113,1.45,3.5,6.1,12.1,2
598,73.24310000001304,40.45039999962002,11.5,0.073,2.475,6.3,14.7,31.4,1
599,65.68710000003074,76.95839999953434,3.6,0.072,0.8500000000000001,1.8,2.1,3.1,2
600,65.6581000000503,24.32239999959394,12.6,0.157,12.025,8.3,358.7,2617.2,1
602,57.195100000061466,63.09739999950081,5.3,0.037,1.55,2.8,6.3,14.8,2
603,68.11310000000839,76.05039999971316,3.8,0.038,0.675,3.7,1.3,1.7,2
604,68.67610000009034,52.33439999969825,3.6,0.019,0.975,3.9,2.2,4.2,2
605,55.434100000004655,67.31439999967962,3,0.072,0.425,3,0.6,1,2
606,58.164100000102444,68.54939999954924,7.8,0.064,1.15,2.5,4,13.4,2
607,72.95210000004471,58.781399999858436,9.7,0.091,1.875,2.4,8.7,25.1,2
609,51.34910000004191,73.28039999969452,7.8,0.091,1.175,1.8,4,8.9,2
610,31.50310000002235,23.681399999765304,16.5,0.168,7.875,7.8,128.4,1059.6,1
611,39.22110000001583,80.26939999975411,5,0.132,0.75,2.3,1.6,2.1,2
613,55.0201000000149,64.18939999967962,2.4,0.041,0.875,2.4,1.6,2.1,2
614,56.649100000088474,28.36139999946728,7.5,0.116,1.5,2.3,5.2,10.7,2
615,67.45510000007079,62.95939999969825,13.6,0.225,3.525,6.3,26.1,78.4,1
616,60.085100000075435,62.20639999967217,2.8,0.096,0.35,1.1,0.3,0.5,2
617,51.76810000003632,75.95139999978392,5.6,0.096,1.15,2.4,3.4,8.3,2
618,56.102100000067985,30.225399999526886,3.4,0.071,0.55,3.7,0.9,1.3,2
619,53.30610000009499,70.65939999988451,6.3,0.17,1.325,2.8,4.3,12.1,2
621,59.136100000053084,27.35739999974296,7.4,0.159,3.025,2.6,23,81.8,2
623,52.84510000008475,72.02339999947846,12.4,0.074,1.425,2.9,6.8,25.5,2
624,39.44210000003539,74.24039999965727,7.8,0.077,2.65,2.6,19.8,62,2
625,36.183100000073566,29.634399999511984,10.9,0.097,1.85,5.6,8.4,14.9,2
626,45.710100000075435,61.500399999899415,9.7,0.084,0.8,3.3,1.9,7.3,2
627,61.87710000009127,26.62739999976158,19.2,0.077,2.95,3,24.5,92.6,1
628,60.96110000000652,26.133399999813733,8.5,0.075,1.475,3.6,6.4,12.6,2
629,42.790100000033526,69.12139999970942,12.2,0.104,2.175,4.4,12.2,30.5,1
630,73.88610000005309,68.69039999984354,3.4,0.089,1.25,3.4,4.7,8.1,2
631,73.48810000000839,44.29139999963492,2.5,0.062,0.625,2.5,1.1,1.4,2
632,46.98410000005122,70.56639999954179,9.9,0.095,1.075,4.3,3,8.7,2
633,44.98310000000372,68.044399999661,15.6,0.17,3.075,9.6,24.9,107.8,1
634,60.78210000000279,23.92039999982491,9.7,0.09,1.75,3.7,7.8,21.2,2
635,29.86710000008196,25.239399999493358,15.5,0.204,2.925,8.9,20.3,62,1
636,57.24110000003446,57.89039999956414,3.3,0.029,0.5,1.3,0.8,1.2,2
637,47.8041,79.298399999851,6.9,0.072,1.15,2.6,3.6,11.7,2
638,24.055100000047496,10.970399999638646,9.3,0.121,3.775,2.4,36.6,99.7,1
639,56.14410000008382,67.71739999961257,3.9,0.071,0.625,1.6,1.1,2.3,2
640,46.1791,44.80439999990314,3,0.069,0.65,2.9,1.1,1.3,2
641,63.12210000008661,78.64939999964236,12,0.15,3.0250000000000004,3.6,24.9,95.9,1
642,58.03710000000745,69.07239999959394,3.6,0.062,0.925,1.8,2.1,3.7,2
643,45.3271000000447,61.233399999906865,10.5,0.094,0.875,3.4,2.1,7.6,2
644,76.83010000007079,44.73039999988079,4.9,0.049,1.125,2.7,3.4,4.7,2
645,52.6681000000596,66.80039999971315,5.1,0.064,1.4,2.2,5,11.6,2
646,70.40110000006706,57.436399999653545,4.4,0.05,1.925,1.1,8.9,16.1,2
647,47.56110000009965,67.63839999970197,16.6,0.174,2,9.9,13.5,47.6,1
648,38.87210000008661,66.67639999987706,15.4,0.158,3.025,8.1,24.3,112.3,1
649,83.50009999999628,46.77439999964237,17.2,0.327,3.85,8.3,37.1,161.8,1
651,55.03710000000745,75.29639999952316,5.7,0.141,1.15,2.3,3.8,10.2,2
652,45.67110000008568,65.73039999988079,5,0.072,0.825,2.1,2,4.1,2
653,72.67010000003819,37.934399999791374,14.6,0.13,4.05,7.9,43.8,100.1,1
654,46.62310000001769,35.087399999724326,14,0.051,2.75,4.2,19.6,64.8,1
655,69.96210000005402,88.20139999978392,5.2,0.068,5.275,2.8,81.2,249.4,2
656,59.98310000000372,52.328399999646095,12.3,0.076,1.475,2.8,6.7,21.5,2
657,54.26610000005774,66.73339999990687,4.4,0.199,0.975,1.7,2.5,4.7,2
658,45.934100000004655,66.38339999981373,4.4,0.063,0.8,1.4,1.6,3.1,2
659,59.742100000081955,39.67039999982491,18.8,0.286,4.85,10.4,59.3,247.2,1
660,49.850100000089405,74.51539999956414,15.2,0.175,2.1500000000000004,10.5,14.8,51.3,1
661,51.86610000003446,73.85439999971688,4.5,0.044,0.825,2.1,1.7,3.2,2
662,64.76310000003167,62.30139999987706,7.7,0.159,2.25,2.7,13.8,44.7,2
663,56.32310000008754,60.80539999960139,5.5,0.055,1.3,1.6,4.4,10.2,2
665,45.7141000000326,85.53939999977275,4.4,0.064,2.375,1.7,16.3,48.3,2
666,43.49810000001769,46.06239999981746,9.1,0.128,2.075,5.5,10.8,27.2,2
667,61.777099999998136,65.75039999989941,3.8,0.138,0.675,3.8,1.3,2.2,2
669,35.0211000000624,37.70439999981001,11.1,0.1,1.3250000000000002,6.8,4.6,9.9,2
670,44.77910000009313,67.14339999959022,7.2,0.059,0.95,2,2.8,6.1,2
671,53.303100000068916,72.54339999949708,4.4,0.064,0.575,2.6,1,1.7,2
672,45.307100000026075,60.76539999956414,5.9,0.069,0.625,2.6,1,2.5,2
673,76.66010000002888,67.79139999963492,7.5,0.366,2.925,2.2,25.6,88.1,1
674,33.63810000003167,48.50239999976158,11.7,0.153,2.55,7.4,18.2,49.5,1
675,66.55010000004285,82.82439999992175,1.7,0.1,0.5,1.6,0.5,0.5,2
676,43.795100000038175,22.643399999590216,14.7,0.197,4.775,3.4,62.2,324.2,1
677,51.89210000010524,59.91639999963492,5.4,0.051,1.725,2.6,7,14.1,2
678,54.37610000004377,80.91139999974668,4.8,0.051,0.875,2.2,2.1,4.9,2
679,35.03410000009779,29.52839999983236,17.8,0.131,5.225,9,72.4,330.4,1
680,44.990100000103375,62.24839999957159,2.7,0.075,0.8,2.7,1.9,2.4,2
681,35.59010000008009,62.75339999992549,4.4,0.047,2.025,2.1,10.5,28.8,2
682,35.54110000008103,30.260399999675897,10,0.058,1.5499999999999998,5.2,6.4,18.8,2
683,55.01510000001024,66.7493999997355,6.9,0.117,1.475,2.8,5.1,10.3,2
684,45.045100000038175,67.47939999971688,9.9,0.108,1.025,3.7,2.6,7.3,2
685,40.31910000001397,81.4544,4.5,0.142,2.5250000000000004,2,14.2,37.5,2
686,22.194100000013968,40.63239999964982,14.6,0.238,2.675,3.9,19.3,73.2,1
688,30.65610000007171,85.51739999989196,7.4,0.116,2.1500000000000004,3.9,8.8,22.7,2
689,71.20510000007079,67.13839999970197,4.2,0.1,1.875,1.5,10.1,27.7,2
690,58.566100000104306,59.76439999986589,18.2,0.156,2.85,8.6,23.2,79.8,1
691,54.51610000005774,44.95539999950826,2.8,0.037,0.75,1.6,1.4,2.3,2
692,38.680100000047496,43.41139999974668,5.4,0.067,1.9,1.8,10.5,33.6,2
693,54.53710000000745,49.44539999973178,4.2,0.059,0.95,1.5,2.5,6.5,2
694,44.76310000003167,61.59639999980256,3.1,0.118,0.45,1,0.5,0.8,2
695,52.01710000010524,80.91439999977275,4.8,0.19,2.2,2,11.9,27.9,2
697,41.50210000009127,84.25739999964982,6.5,0.096,5.55,2.5,72.3,278,2
698,52.475100000089405,86.62239999987334,9.3,0.13,3.425,3.2,27.7,107,1
699,60.509100000074504,87.1583999997206,14.1,0.295,5.975,4.8,105.9,642.4,1
700,76.9531000000922,35.7603999996759,12.3,0.243,2.925,5.8,25.5,62.7,1
701,57.14010000001024,78.44739999959394,7.1,0.065,1.225,2.9,3.8,9.3,2
702,64.00310000002236,84.91439999977275,3.3,0.208,1.05,1.5,2.9,4.5,2
703,44.15910000009779,44.68339999962747,8.8,0.094,2.15,2.7,11.8,31.7,2
704,45.81710000003539,54.10239999985471,4.7,0.179,1.5,2.2,5.9,12.3,2
706,65.94710000004005,83.3183999998696,4,0.247,2.1500000000000004,2.2,11.1,25.2,2
708,45.18910000000931,83.11739999951944,5.2,0.116,1.9,3.1,10.3,32.7,2
709,51.085100000075435,81.65039999980628,7.4,0.112,2.1,2.2,12.3,45.2,2
710,41.966100000011174,84.06439999967964,7.6,0.071,4.275,3.2,52.2,138.7,2
711,67.51310000003167,43.436399999653545,13.7,0.18,3.8,6.4,38.1,149.2,1
712,47.14810000004098,84.6363999998398,4.2,0.092,1.4,1.8,5.4,13.4,2
714,35.27410000008848,38.225399999526886,9.2,0.127,1.5499999999999998,4.4,5.8,13.3,2
715,23.237100000077298,85.30239999957531,9.2,0.186,10.65,2.3,300.1,1284.2,1
717,62.62710000009127,86.30039999971316,6.3,0.078,2.225,2.3,13.7,42,2
718,61.37410000006519,87.29639999952316,5.2,0.071,2.75,2.8,19,50,2
719,41.97809999999907,86.76439999986587,5.6,0.088,6.175000000000001,3.3,97.9,383.2,2
720,41.08210000004936,82.27239999978019,13.5,0.207,3.5,6.7,34.5,168.5,1
721,42.97110000001583,64.81539999984354,8.4,0.164,1.7,1.7,6.5,16.9,2
722,54.555100000047496,82.23539999976904,16,0.19,3.875,6.5,39.4,182.2,1
723,55.36010000009872,81.57539999962002,5.3,0.056,1.125,2.5,3.5,7.2,2
724,54.79810000006426,90.64639999961629,12.9,0.185,19.725,5.1,891.8,4177.7,1
